"Número de guía","Número de bulto que se va a agregar","Unidad de medida","Detalle de la sustancia UN3373","Detalle del patógeno/virus","Cantidad de embalajes interiores","Estado físico","Cantidad neta por embalaje interior","Detalle de sustancia refrigerante o que sirve para mantener la viabilidad","Número ONU de la sustancia refrigerante si es MP ","Cantidad neta por bulto","Unidad de medida ","Número de bulto"
"888005420841","1","L","SANGRE ","SANGRE ","20","Sustancia liquida",,"GEL","N/A","4","Kg","1"
"888005422262","1","L","SUEROS,CEPILLADO VAGINL,PLASMAS","HERPES,VIH","11","Sustancia liquida",,"N/A","UN1845","4","Kg","1"
"888005421058","1","L","SANGRE ","INFLUENZA ","4","Sustancia liquida",,"HIELO SECO ","1845","2,7","Kg","1"
"888005421058","2","L","SANGRE ","DIABETES ","2","Sustancia liquida",,"AMBIENTE","0","0","N/A","2"
"888005422399","1","L","MUESTARS BIOLOGICAS","SUEROS,ORINA,SANGRE ","1","Sustancia liquida",,"DRI ICE - HIELO SECO ","UN1845","3","Kg","1"
"888005420474","1","L","SANGRE ","INFLUENZA","3","Sustancia liquida",,"PILA DE GEL ","NA","0,69","Kg","1"
"888005423114","1","L","SUERO","ANTIGENOS ANTICUERPOS","40","Sustancia liquida",,"GEL","N/A","0,5","Kg","1"
"888005423442","1","L","SUERO ","ECOLI ","24","Sustancia liquida",,"GEL REFRIGERANTE ","N/A","1,5","Kg","1"
"888005424090","1","L","SUERO ","ECOLI ","50","Sustancia liquida",,"GEL REFRIGERANTE ","N/A","1,5","Kg","1"
"888005422875","1","L","MUESTRAS BIOLOGICAS ","SANGRE,SUEROS,ORINAS","2","Sustancia liquida",,"GEL REFRIGERANTE ","UN3373","1,5","Kg","1"
"888005422875","2","L","MUESTRAS BIOLOGICAS","SANGRE,SUEROS,ORINAS","2","Sustancia liquida",,"GEL REFRIGERANTE ","UN3373","1,5","Kg","2"
"888005422875","3","L","MUESTRAS BIOLOGICAS","SANGRE,SUEROS,ORINAS","2","Sustancia liquida",,"GEL REFRIGERANTE ","UN3373","1,5","Kg","3"
"888005424990","1","L","SANGRE Y TEJIDOS","LEUCEMIA Y CANCER","5","Sustancia liquida",,"GEL PACK","N/A","0,100","Kg","1"
"888005424364","1","L","SUERO ","DIABETES ","2","Sustancia liquida",,"HIELO SECO","1845","7,4","Kg","1"
"888005426167","1","L","SANGRE ","ORTHOFLAVIRUS TOXOPLASMA ","50","Sustancia liquida",,"GEL REFRIGERANTE ","N/A","1,5","Kg","1"
"888005426167","1","L","SANGRE ","ORTHOFLAVIRUS TOXOPLASMA ","10","Sustancia liquida",,"0","0","0","N/A","0"
"888005426167","2","L","SANGRE ","ORTHOFLAVIRUS TOXOPLASMA ","20","Sustancia liquida",,"GEL REFRIGERANTE ","N/A","0,5","Kg","1"
"888005426017","1","L","SUERO","VIH","38","Sustancia liquida",,"GEL  PACK","N/A","6","Kg","1"
"888005426017","1","L","SUERO","HEPATITIS","20","Sustancia liquida",,"N/A","N/A","0","N/A","1"
"888005426017","2","L","PLASMA","VIH","38","Sustancia liquida",,"HIELO SECO - DRY ICE ","UN 1845","6","Kg","2"
"888005423637","1","L","SANGRE","HEPATITIS B","27","Sustancia liquida",,"GEL","N/A","2","Kg","1"
"888005426017","2","L","SANGRE TOTAL","HEPATITIS","20","Sustancia liquida",,"N/A","N/A","0","N/A","2"
"888005423637","1","L","ORINA","HEPATITIS B","5","Sustancia liquida",,"GEL","N/A","2","Kg","1"
"888005423637","2","L","SANGRE","HEPATITIS B , C","19","Sustancia liquida",,"HIELO SECO","1845","4","Kg","2"
"888005423637","2","L","ORINA","HEPATITIS B,C","4","Sustancia liquida",,"HIELO SECO","1845","4","Kg","2"
"888005427219","1","L","SUEROS ","ORTHOFLAVIRUS TOXOPLASMA GONDI VIRUS","163","Sustancia liquida",,"GEL REFRIGERANTE ","N/A","3","Kg","1"
"888005427219","1","L","SUEROS ","ORTHOFLAVIRUS TOXOPLASMA GONDI VIRUS","2","Sustancia liquida",,"0","0","0","N/A","0"
"888005428143","1","L","MUESTRA DE SANGRE","CANCER","1","Sustancia liquida",,"N/A","N/A","0","N/A","1"
"888005428194","1","L","SUEROS","PERFIL LIPIDICO","450","Sustancia liquida",,"GEL PACK","N/A","1","Kg","1"
"888005428194","2","L","SANGRE TOTAL","HEMOGLOBINA","350","Sustancia liquida",,"gel pack","N/A","1","Kg","2"
"888005428282","1","L","SUEROS ","ORTHOFLAVIRUS TOXOPLASMA GONDI VIRUS","136","Sustancia liquida",,"DRY ICE ","1845","1","Kg","1"
"888005428282","1","L","SUEROS ","ORTHOFLAVIRUS TOXOPLASMA GONDI VIRUS","55","Sustancia liquida",,"GEL REFRIGERANTE ","N/A","2","Kg","1"
"888005428997","1","L","SANGRE ","ORTHOFLAVIRUS TOXOPLASMA ","262","Sustancia liquida",,"GEL REFRIGERANTE ","N/A","2","Kg","1"
"888005428997","1","L","SANGRE ","TRYPANOSOMA CRUZI  CHAGA","45","Sustancia liquida",,"DRY ICE ","1845","3","Kg","1"
"888005429051","1","L","MUESTRAS BIOLOGICAS ","SANGRE,MATERIA FECAL,ORINAS","3","Sustancia liquida",,"DRI ICE - HIELO SECO ","UN1845","6","Kg","1"
"888005429154","1","L","SUEROS","ANAS TSH","50","Sustancia liquida",,"GEL","N/A","2","Kg","1"
"888005429144","1","L","MUESTRAS BIOLOGICAS","SANGRE,ORINAS,MATERIA FECAL ","3","Sustancia liquida",,"GEL REFRIGERANTE ","UN3373","9","Kg","1"
"888005429410","1","L","SUEROS","PTH","25","Sustancia liquida",,"HIELO SECO","1845","2","Kg","1"
"888005428997","1","L","SANGRE ","ORTHOFLAVIRUS ","33","Sustancia liquida",,"GEL REFRIGERANTE ","N/A","0,003","L","1"
"888005428997","1","L","SANGRE ","ORTHOFLAVIRUS","20","Sustancia liquida",,"GEL  REFRIGERANTE","N/A","1","Kg","1"
"888005432914","1","L","SUEROS ","HEPATITIS B ","142","Sustancia liquida",,"GEL REFRIGERANTE ","N/A","3","Kg","1"
"888005432914","1","L","SANGRES","HEPATITIS B ","20","Sustancia liquida",,"GEL REFRIGERANTE ","N/A","3","Kg","1"
"888005437065","1.2345","L","SUEROS","HEPATITIS B ","149","Sustancia liquida",,"DRY ICE ","1845","9","Kg","12,345"
"888005437065","1.2345","L","ORINAS ","HEPATITIS B ","187","Sustancia liquida",,"DRY ICE ","1845","9","Kg","12,345"
"888005437065","1.2345","L","SANGRE","HEPATITIS B ","21","Sustancia liquida",,"DRY ICE","1845","9","Kg","12,345"
"888005437065","1.2345","L","PLASMA ","HEPATITIS B ","21","Sustancia liquida",,"DRY ICE ","1845","9","Kg","12,345"
"888005437065","1.2345","Kg","HECES ","HEPATITIS B ","8","Sustancia solida",,"DRY ICE ","1845","9","Kg","12,345"
"888005437065","6.78","L","SUEROS ","HEPATITIS  B ","149","Sustancia liquida",,"GEL REFIGERANTE ","N/A","3","Kg","678"
"888005437065","6.78","L","ORINAS ","HEPATITS B ","187","Sustancia liquida",,"GEL REFRIGERANTE ","N/A","3","Kg","678"
"888005437065","6.78","L","SANGRE ","HEPATITIS B","21","Sustancia liquida",,"GEL REFRIGERANTE ","N/A","3","Kg","678"
"888005437065","6.78","L","PLASMA ","HEPATITIS B ","21","Sustancia liquida",,"GE REFIGERANTE ","N/A","3","Kg","678"
"888005437065","6.78","Kg","HECES ","HEPATITIS B ","8","Sustancia solida",,"GEL REFRIGERANTE ","N/A","3","Kg","678"
"888005441259","1","L","SANGRE TOTAL ","HISTOCOMPATIBILIDAD","2","Sustancia liquida",,"NA","NA","0","N/A","1"
"888005445120","1","L","SUEROS","HEPATITIS B ","114","Sustancia liquida",,"GEL","NA","3","Kg","1"
"888005445120","2","L","SUEROS","HEPATITIS B ","20","Sustancia liquida",,"NA","NA","0","N/A","2"
"888005445334","1","L","SUEROS-PLASMA","HEPATITIS B ","93","Sustancia liquida",,"GEL","NA","3","Kg","1"
"888005445334","2","L","SANGRE","HEPATITIS B ","103","Sustancia liquida",,"NA","NA","0","N/A","2"
"888005446724","1","L","SANGRE","SOSPECHA VIRUS","39","Sustancia liquida",,"PILAS DE GEL ","NA","2","Kg","1"
"888005446724","1","L","ORINA","SOSPECHA VIRUS","5","Sustancia liquida",,"PILAS DE GEL ","NA","2","Kg","1"
"888005449505","1","L","SANGRE ","INFLUENZA VIRUS","2","Sustancia liquida",,"DRY ICE ","1845","3","Kg","1"
"888005449505","2","L","SANGRE ","INFLUENZA VIRUS","1","Sustancia liquida",,"0","0","0","N/A","0"
"888005449756","1","L","SUEROS,ESPUTOS,SANGRE EDTA,LAVADO BRONQUIAL,LIQUIDO PREURA","VARCELA,MYCOBACTERIUM,ELECTROFORESIS","20","Sustancia liquida",,"GEL REFRIGERANTE","N/A","2","Kg","1"
"888005449829","1","L","SANGRE","INFLUENZA VIRUS","1","Sustancia liquida",,"GEL REFRIEGRANTE","N/A","0,5","Kg","1"
"888005449935","1","L","PLASMS,SUEROS,MATERIA FECAL","CARGA VIRAL HB,VITAMINA B12,ALFA 1 ","9","Sustancia liquida",,"HIELO SECO","1845","1","Kg","1"
"888005450519","1","L","SURO,ORINA,SANGRE","RUBEOLA,OTRO CULTIVO,HEMOGLOBINA","155","Sustancia liquida",,"GEL REFRIGERANTE","N/A","2","Kg","1"
"888005451664","1","Kg","PLASMA ","ACTH","1","Sustancia solida",,"HIELO SECO","1845","4","Kg","1"
"888005451664","2","Kg","SUERO","ACTH","1","Sustancia solida",,"HIELO SECO","1845","4","Kg","2"
"888005451664","3","Kg","PLASMA","ACTH","1","Sustancia solida",,"HIELO SECO","1845","4","Kg","3"
"888005451930","1","L","SANGRE ","SANGRE","20","Sustancia liquida",,"GEL","N/A","4","Kg","1"
"888005454256","1","L","MUESTRAS BIOLOGICAS ","SAMNGRE,ORINES,SUEROS ","1","Sustancia liquida",,"DRI ICE - HIELO SECO ","UN1845","3","Kg","1"
"888005454697","1","L","MUESTRAS BIOLOGICAS","SANGRE,ORINAS,SUEROS ","1","Sustancia liquida",,"GEL REFRIGERANTE ","UN3373 ","2,5","Kg","1"
"888005454697","2","L","MUESTRAS BIOLOGICAS","SANGRE,SUEROS,ORINAS","2","Sustancia liquida",,"GEL REFRIGERANTE ","UN3373","2,5","Kg","2"
"888005454697","3","L","MUESTRAS BIOLOGICAS","SANGRE,SUEROS,ORINAS ","2","Sustancia liquida",,"GEL REFRIGERANTE ","UN3373","2,5","Kg","3"
"888005455120","1","L","SANGRE","DIABETES","20","Sustancia liquida",,"HIELO SECO ","1845","16","Kg","1"
"888005451080","1","L","SANGRE ","FALLA CARDIACA ","1","Sustancia liquida",,"PILA DE GEL ","NA ","0,45","Kg","1"
"888005455120","3","L","SANGRE ","DIABETES","40","Sustancia liquida",,"GEL REFRIGERANTE ","N/A","10","Kg","3"
"888005451080","2","L","SANGRE ","FIBROCIS ","2","Sustancia liquida",,"HIELO SECO","1845","2,70","Kg","2"
"888005456291","1","L","SANGRE ","INFLUENZA  VIRUS ","1","Sustancia liquida",,"DRY ICE ","1845","5","Kg","1"
"888005456291","1","L","SANGRE ","INFLUENZA  VIRUS ","1","Sustancia liquida",,"0","0","0","N/A","0"
"888005451813","1","L","PLASMA","DIABETES ","1","Sustancia liquida",,"AMBIENTE ","0","0","N/A","1"
"888005455931","1","L","SUEROS ","HIV","83","Sustancia liquida",,"PILA DE GEL ","0","3,57","Kg","1"
"888005455931","1","L","SANGRES ","HIV ","80","Sustancia liquida",,"0","0","0","N/A","0"
"888005455931","1","L","ORINAS ","E.COLI ","25","Sustancia liquida",,"0","0","0","N/A","0"
"888005455931","1","L","LIQUIDOS CORPORALES ","TUBERCULOSIS ","10","Sustancia liquida",,"0","0","0","N/A","0"
"888005455931","1","Kg","ESPUTOS ","TUBERCULOSIS ","20","Sustancia solida",,"0","0","0","N/A","0"
"888005455931","1","Kg","MATERIA FECAL ","SALMONELLA","20","Sustancia solida",,"0","0","0","N/A","0"
"888005455931","2","Kg","SUERO ","HIV","8","Sustancia solida",,"HIELO SECO ","1845","3,21","Kg","2"
"888005455931","2","Kg","PLASMAS ","ENF AUTOINMUNES ","10","Sustancia solida",,"0","0","0","N/A","0"
"888005451655","1","L","SANGRE ","INFLUENZA ","4","Sustancia liquida",,"HIELO SECO ","1845","2,7","Kg","1"
"888005454444","1","L","SUERO ","DIABETES ","2","Sustancia liquida",,"HIELO SECO ","1845","19,6","Kg","1"
"888005454444","1","L","PLASMAS ","DIABETES","2","Sustancia liquida",,"0","0","0","N/A","0"
"888005454444","1","L","ORINAS ","DIABETES ","2","Sustancia liquida",,"0","0","0","N/A","0"
"888005454444","2","L","SUERO ","DIABETES","2","Sustancia liquida",,"HIELO SECO ","1845","8,2","Kg","2"
"888005456719","1","L","SANGRE Y TEJIDOS","LEUCEMIA  CANCER","5","Sustancia liquida",,"GEL PACK","N/A","0,150","Kg","1"
"888005459195","1","L","SANGRE ","ORTHOFLAVIRUS TOXOPLASMA ","282","Sustancia liquida",,"GEL REFRIGERANTE ","N/A","3","Kg","1"
"888005459195","1","L","SANGRE ","TRYPANOSOMA  CRUZI   CHAGA","54","Sustancia liquida",,"GEL REFRIGERANTE ","N/A","2","Kg","1"
"888005459575","1","L","SUEROS","ANAS TSH","50","Sustancia liquida",,"GEL ","N/A","2","Kg","1"
"888005459941","1","L","SUERO ","ORTHOFLAVIRUS TOXOPLASMA GONDI VIRUS","95","Sustancia liquida",,"GEL REFRIGERANTE ","N/A","3","Kg","1"
"888005459941","1","L","SUERO","ORTHOFLAVIRUS TOXOPLASMA GONDI VIRUS","4","Sustancia liquida",,"0","0","0","N/A","0"
"888005459941","1","L","157","ORTHOFLAVIRUS TOXOPLASMA GONDI VIRUS","157","Sustancia liquida",,"DRY ICE ","1845","3","Kg","1"
"888005459941","2","L","SUERO ","ORTHOFLAVIRUS TOXOPLASMA GONDI VIRUS","100","Sustancia liquida",,"GEL REFRIGERANTE ","N/A","3","Kg","1"
"888005460322","1","L","MUESTRAS BIOLOGICAS","SANGRE,ORINAS,MATERIA FECAL","3","Sustancia liquida",,"DRI ICE - HIELO SECO ","UN1845","6","Kg","1"
"888005460591","1","L","MUESTRAS BIOLOGICAS","SANGRE,ORINAS,MATERIA FECAL ","3","Sustancia liquida",,"GEL REFRIGERANTE ","UN3373","5","Kg","1"
"888005460705","1","L","SUEROS","HEMOCULTIVOS","400","Sustancia liquida",,"HIELO SECO","1845","5","Kg","1"
"888005460901","1","L","SUEROS","PERFIL LIPIDICO","450","Sustancia liquida",,"GEL PACK","N/A","1","Kg","1"
"888005460901","2","L","SANGRE TOTAL","HEMOGLOBINA","400","Sustancia liquida",,"GEL PACK","N/A","1","Kg","2"
"888005461075","1","L","SANGRE ","ORTHOFLAVIRUS TOXOPLASMA ","60","Sustancia liquida",,"GEL REFRIGERANTE ","N/A","2","Kg","1"
"888005461075","1","L","SANGRE ","ORTHOFLAVIRUS TOXOPLASMA ","15","Sustancia liquida",,"0","0","0","N/A","0"
"888005461075","2","L","SANGRE ","ORTHOFLAVIRUS TOXOPLASMA ","15","Sustancia liquida",,"0","0","0","N/A","0"
"888005461075","3","L","SANGRE","ORTHOFLAVIRUS TOXOPLASMA ","10","Sustancia liquida",,"GEL REFRIGERANTE ","N/A","0,5","Kg","1"
"888005461075","3","L","SANGRE ","ORTHOFLAVIRUS TOXOPLASMA ","5","Sustancia liquida",,"0","0","0","N/A","0"
"888005461766","1","L","SANGRE ","ORTHOFLAVIRUS TOXOPLASMA ","60","Sustancia liquida",,"GEL REFRIGERANTE ","N/A","2","Kg","1"
"888005461766","1","L","SANGRE ","ORTHOFLAVIRUS TOXOPLASMA ","15","Sustancia liquida",,"0","0","0","N/A","0"
"888005461766","2","L","SANGRE ","ORTHOFLAVIRUS TOXOPLASMA ","15","Sustancia liquida",,"0","0","0","N/A","0"
"888005461766","3","L","SANGRE","ORTHOFLAVIRUS TOXOPLASMA ","10","Sustancia liquida",,"GEL REFRIGERANTE ","N/A","0,5","Kg","1"
"888005461766","3","L","SANGRE ","ORTHOFLAVIRUS TOXOPLASMA ","5","Sustancia liquida",,"0","0","0","N/A","0"
"5462840","1","L","SUEROS","HEPATITIS B","142","Sustancia liquida",,"N/A","N/A","0","N/A","0"
"5462840","1","L","SANGRES","HEPATITIS B","20","Sustancia liquida",,"N/A","N/A","0","N/A","0"
"5465491","1.23","L","SUEROS ","HEPATITIS B ","239","Sustancia liquida",,"DRY ICE ","1845","9","Kg","123"
"5465491","1.23","L","SANGRE","HEPATITIS B ","30","Sustancia liquida",,"DRY ICE ","1845","9","Kg","123"
"5465491","1.23","L","SANGRE","HEPATITIS B","34","Sustancia liquida",,"DRY ICE ","1845","9","Kg","123"
"5465491","1.23","L","PLASMA","HEPATITIS B","34","Sustancia liquida",,"DRY ICE ","1845","9","Kg","123"
"5465491","1.23","Kg","HECES","HEPATITIS B","13","Sustancia solida",,"DRY ICE ","1845","9","Kg","123"
"5465491","4","L","SUEROS","HEPATITIS B","239","Sustancia liquida",,"N/A","N/A","0","N/A","0"
"5465491","4","L","ORINAS","HEPATITIS B","30","Sustancia liquida",,"N/A","N/A","0","N/A","0"
"5465491","4","L","SANGRE","HEPATITIS B","34","Sustancia liquida",,"DRY ICE ","1845","9","N/A","0"
"5465491","4","L","PLASMA","HEPATITIS B","34","Sustancia liquida",,"DRY ICE ","1845","9","Kg","0"
"5465491","4","Kg","HECES","HEPATITIS B","13","Sustancia solida",,"N/A","N/A","0","N/A","0"
"888005467157","1","L","SUEROS,PLASMAS,SECRECION VAGINAL,","HERPES,VIH,HEPATITIS B ,VPH","37","Sustancia liquida",,"GEL REFRIGERANTE ","N/A","6","Kg","1"
"888005467197","1","L","SUEROS,PLASMAS","HERPES,VIH","35","Sustancia liquida",,"N/A","UN1845","3","Kg","1"
"888005467374","1","L","SANGRE","TOXOSPLASMA GONDI VIRUS EPSTEIN-BARR","60","Sustancia liquida",,"GEL REFRIEGRANTE","N/A","2","Kg","1"
"888005471983","1","L","SUEROS","HEPATITIS B","114","Sustancia liquida",,"GEL","NA","3","Kg","1"
"888005471983","2","L","SUEROS","HEPATITIS B","20","Sustancia liquida",,"DRY ICE ","1845","3","Kg","2"
"888005471983","3","L","SUEROS","HEPATITIS B","20","Sustancia liquida",,"NA","NA","0","Kg","3"
"888005472165","1","L","SANGRE  /PLASMA","HEPATITIS B","93","Sustancia liquida",,"GEL","NA","3","Kg","1"
"888005472165","2","L","SUEROS / SANGRE / PLASMA","HEPATITIS B","103","Sustancia liquida",,"GEL","NA","3","Kg","2"
"888005472165","3","L","PLASMA","HEPATITIS B","20","Sustancia liquida",,"NA","NA","0","Kg","3"
"888005473272","1","L","SANGRE ","HIPERCOLESTEROLEMIA ","2","Sustancia liquida",,"HIELO SECO ","1845","2,76","Kg","1"
"888005472719","1","L","SUERO ","DIABETES ","1","Sustancia liquida",,"HIELO SECO ","1845","7,2","Kg","1"
"888005472719","1","L","PLASMA ","DIABETES ","1","Sustancia liquida",,"0","0","0","N/A","0"
"888005474986","1","L","MEDUAL OSEA","MIELOGRAMA CARIOTIPO BIOPSIA","1","Sustancia liquida",,"PILAS DE GEL","NA","0,5","Kg","1"
"888005476591","1","L","SANGRE","SOSPECHA VIRUS","27","Sustancia liquida",,"PILAS DE GEL ","NA","1,5","Kg","1"
"888005476591","1","L","ORINA ","SOSPECHA VIRUS","4","Sustancia liquida",,"PILAS DE GEL ","NA","1,5","Kg","1"
"888005476591","2","L","SANGRE","SOSEPCHA VIRUS ","21","Sustancia liquida",,"HIELO SECO ","1845","4","Kg","2"
"888005476591","2","L","ORINA ","SOSPECHA VIRUS ","2","Sustancia liquida",,"HIELO SECO ","1845","4","Kg","2"
"888005477527","1","L","MUESTRAS BIOLOGICAS","SUEROS","1","Sustancia liquida",,"DRI ICE - HIELO SECO ","UN1845","3","Kg","1"
"888005477570","1","Kg","PIEL","ecolis","60","Sustancia solida",,"gel ","na ","1,5","Kg","1"
"888005477570","2","Kg","tejidos","ecoli","5","Sustancia solida",,"gel","na","1,5","Kg","2"
"888005477636","1","L","MUESTRAS BIOLOGICAS","SUEROS ","1","Sustancia liquida",,"GEL REFRIGERANTE ","UN3373","2","Kg","1"
"88800547844","1","Kg","PLASMA ","ACTH","1","Sustancia solida",,"HIELO SECO ","1845","4","Kg","1"
"88800547844","2","Kg","SUERO ","ACTH","1","Sustancia solida",,"HIELO SECO","1845","4","Kg","2"
"888005479421","1","L","SUEROS,ESPUTOS,SANGRE EDTA,SANGRE TOTAL HEPARINA,LAVADO BRONQUIAL,KIT ESPECIAL","VARICELA,MYCOBACTERIUM,ELECTROFORESIS,CARIOTIPO,VHP","20","Sustancia liquida",,"GEL REFRIGERANTE","N/A","2,5","Kg","1"
"888005479953","1","L","SANGRE","INFLUENZA VIRUS","1","Sustancia liquida",,"DRY ICE","UN 1845","1","Kg","1"
"888005479953","1","L","SANGRE","INFLUENZA VIRUS","1","Sustancia liquida",,"0","0","0","N/A","0"
"888005480009","1","L","SUERO,SANGRE ORINA","RUBEOLA,OTRO CULTIVO,HEMOGLOINA","170","Sustancia liquida",,"GEL REFRIGERANTE","N/A","2","Kg","1"
"888005480252","1","L","PLASMA","CARGA VIH","59","Sustancia liquida",,"HIELO SECO","1845","2","Kg","1"
"888005480423","1","L","SANGRE","SARS-COV 2","4","Sustancia liquida",,"GEL REFRIGERANTE ","N/A","3","Kg","1"
"888005481123","1","L","SUEROS,PLASMAS ,SECRECION VAGINAL","HERPES,VIH,VPH","22","Sustancia liquida",,"GEL REFRIGERANTE ","N/A","5","Kg","1"
"888005481180","1","L","MUESTRAS BIOLOGICAS","SANGRE ","4","Sustancia liquida",,"DRI ICE - HIELO - SECO ","UN1845","5","Kg","1"
"888005481080","1","L","SANGRE","INFLUENZA VIRUS","1","Sustancia liquida",,"GEL REFRIEGRANTE","N/A","0,3","Kg","1"
"888005481443","1","L","MUESTRAS BIOLOGICAS","SANGRE","1","Sustancia liquida",,"GEL REFRIGERANTE ","UN3373","1","Kg","1"
"888005479219","1","L","PLASMA","HEMATOLOGÍA ","1","Sustancia liquida",,"HIELO SECO ","1845","1,7","Kg","1"
"888005481295","1","L","SANGRE ","DIABETES ","20","Sustancia liquida",,"HIELO SECO ","1845","8","Kg","1"
"888005481295","2","L","SANGRE","DIABETES","20","Sustancia liquida",,"GEL REGRIGERANTE ","N/A","8","Kg","2"
"888005481861","1","L","SUEROS,PLASMAS ","HERPES,VIH","23","Sustancia liquida",,"N/A","UN845","5","Kg","1"
"888005481822","1","L","MUESTRAS BIOLOGICAS","SANGRE,ORINAS,SUEROS ","1","Sustancia liquida",,"DRI ICE - HIELO SECO ","UN1845","5","Kg","1"
"888005479258","1","L","SANGRE ","INFLUENZA","3","Sustancia liquida",,"HIELO SECO ","1845","2,9","Kg","1"
"88805482425","1","L","MUESTRAS BIOLOGICAS","SANGRE,ORINAS,SUEROS ","2","Sustancia liquida",,"GEL REFRIGERANTE ","UN3373","1,5","Kg","1"
"88805482425","2","L","MUESTRAS BIOLOGICAS","SANGRE,ORINAS,SUEROS ","2","Sustancia liquida",,"GEL REFRIGERANTE ","UN3373","1,5","Kg","2"
"88805482425","3","L","MUESTRAS BIOLOGICAS","SANGRE,ORINAS,SUEROS ","2","Sustancia liquida",,"GEL REFRIGERANTE ","UN3373","1,5","Kg","3"
"888005484589","1","L","SUERO","VIH","38","Sustancia liquida",,"GEL PACK","N/A","6","Kg","1"
"888005484589","1","L","SUERO","HEPATITIS","20","Sustancia liquida",,"N/A","N/A","0","N/A","1"
"888005484589","2","L","PLASMA ","VIH","38","Sustancia liquida",,"DRY ICE ","1845","7","Kg","2"
"888005484589","2","L","SANGRE TOTAL ","HEPATITIS","20","Sustancia liquida",,"N/A","N/A","0","N/A","2"
"888005486197","1","L","SUERO","ORTHOFLAVIRUS TOXOPLASMA GONDI VIRUS","149","Sustancia liquida",,"GEL REFRIGERANTE ","N/A","3","Kg","1"
"888005486197","1","L","SUERO ","ORTHOFLAVIRUS TOXOPLASMA GONDI VIRUS","2","Sustancia liquida",,"0","0","0","N/A","0"
"888005486197","1","L","52","ORTHOFLAVIRUS TOXOPLASMA GONDI VIRUS","52","Sustancia liquida",,"DRY ICE ","1845","2","Kg","1"
"888005486279","1","L","SUEROS","PERFIL LIPÍDICO","450","Sustancia liquida",,"GEL PACK","N/A","1","Kg","1"
"888005486197","2","L","SUERO ","ORTHOFLAVIRUS TOXOPLASMA GONDI VIRUS","122","Sustancia liquida",,"GEL REFRIGERANTE ","N/A","3","Kg","1"
"888005486279","2","L","SANGRE TOTAL","HEMOGLOBINA","400","Sustancia liquida",,"GEL PACK","N/A","1","Kg","2"
"888005486197","2","L","SUERO","ORTHOFLAVIRUS TOXOPLASMA GONDI VIRUS","17","Sustancia liquida",,"DRY ICE ","1845","2","Kg","1"
"888005487042","1","L","SUEROS","ANAS TSH","50","Sustancia liquida",,"GEL","N/A","1","Kg","1"
"888005487438","1","L","SANGRE ","ORTHOFLAVIRUS TOXOPLASMA ","250","Sustancia liquida",,"GEL REFRIGERANTE ","N/A ","3 ","Kg","1"
"888005487438","1","L","SANGRE ","ORTHOFLAVIRUS ","47","Sustancia liquida",,"GEL REFRIGERANTE ","N/A","1","Kg","1"
"888005487438","1","L","SANGRE ","TRYPANOSOMA CRUZI CHAGA","53","Sustancia liquida",,"DRY ICE ","1845","2","Kg","1"
"888005487169","1","L","SUEROS","PTH","25","Sustancia liquida",,"HIELO SECO","1845","1,5","Kg","1"
"888005488277","1","L","SANGRE ","ORTHOFLAVIRUS TOXOPLASMA ","30","Sustancia liquida",,"GEL REFRIGERANTE ","N/A","2","Kg","1"
"888005488277","1","L","SANGRE ","ORTHOFLAVIRUS TOXOPLASMA ","20","Sustancia liquida",,"0","0","0","N/A","0"
"888005488277","2","L","SANGRE ","ORTHOFLAVIRUS TOXOPLASMA ","10","Sustancia liquida",,"GEL REFRIGERANTE ","N/A","1","Kg","1"
"888005488277","3","L","SANGRE ","ORTHOFLAVIRUS TOXOPLASMA ","25","Sustancia liquida",,"GEL REFRIGERANTE ","N/A","0,5","Kg","1"
"888005488277","3","L","SANGRE ","ORTHOFLAVIRUS TOXOPLASMA ","15","Sustancia liquida",,"0","0","0","N/A","0"
"888005488501","1","L","MUESTRAS BIOLOGICAS","SANGRE,MATERIA FECAL,ORINAS ","3","Sustancia liquida",,"DRI ICE - HIELO SECO","UN1845","5","Kg","1"
"888005488779","1","L","MUESTRAS BIOLOGICAS ","SANGRE,ORINAS.MATERIA FECAL ","2","Sustancia liquida",,"GEL REFRIGERANTE ","UN3373","8","Kg","1"
"888005488779","2","L","MUESTRAS BIOLOGICAS","SANGRE,ORINAS,MATERIA FECAL ","1","Sustancia liquida",,"GEL REFRIGERANTE ","UN3373","5","Kg","2"
"888005490536","1","L","SUEROS","HEPATITIS B ","142","Sustancia liquida",,"GEL REFIGERANTE ","N/A","3","Kg","1"
"888005490536","1","L","SANGRES","HEPATITIS B ","20","Sustancia liquida",,"GEL REFRIGERANTE ","N/A","3","Kg","1"
"888005496135","1","L","SANGRE","TOXOSPLASMA GONDI VIRUS EPSTEIN BARR","60","Sustancia liquida",,"GEL REFRIEGRANTE","N/A","2","Kg","1"
"888005502266","1","L","SANGRE */ PLASMA","HEPATITIS B","93","Sustancia liquida",,"GEL","NA","3","Kg","1"
"888005502266","2","L","SANGRE","HEPATITIS B","103","Sustancia liquida",,"NA","NA","0","Kg","2"
"888005502520","1","L","SANGRE TOTAL Y SUEROS ","INVESTIGACION ","1","Sustancia liquida",,"GEL REFRIGERANTE","N/A","0,04","Kg","1"
"888005502580","1","L","SUEROS","HEPATITIS B","114","Sustancia liquida",,"GEL","NA","3","Kg","1"
